base_path	file_name	cluster_data_fn	cluster_method	num_clusters	analysis_success	silhouette_score
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6723.lsf.104432354.stdout	 L6_Aerococcus_trajs_loclust_k3_5pca.tsv	5pca	3	TRUE	0.9296298473861316
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3014.lsf.104428141.stdout	 L6_Aurantimonas_trajs_loclust_k8_8pca.tsv	8pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3201.lsf.104428356.stdout	 L6_Agrobacterium_trajs_loclust_k4_3pca.tsv	3pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2543.lsf.104427668.stdout	 L6_Paenisporosarcina_trajs_loclust_k5_9pca.tsv	9pca	5	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.903.lsf.104426012.stdout	 L6_Melissococcus_trajs_loclust_k3_9pca.tsv	9pca	3	TRUE	0.27276267743898636
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3282.lsf.104428438.stdout	 L6_Xenorhabdus_trajs_loclust_k7_4pca.tsv	4pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7112.lsf.104432748.stdout	 L6_Klebsiella_trajs_loclust_k3_fa.tsv	fa	3	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5559.lsf.104431019.stdout	 L6_Paraprevotella_trajs_loclust_k4_9pca.tsv	9pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.735.lsf.104425839.stdout	 L6_Bifidobacterium_trajs_loclust_k3_9pca.tsv	9pca	3	TRUE	0.3608532822430075
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3119.lsf.104428253.stdout	 L6_KD1-23_trajs_loclust_k7_9pca.tsv	9pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1785.lsf.104426898.stdout	 L6_Gemellales;f_;g__trajs_loclust_k9_3pca.tsv	3pca	9	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6341.lsf.104431952.stdout	 L6_Burkholderiales;f_;g__trajs_loclust_k4_7pca.tsv	7pca	4	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.222.lsf.104425264.stdout	 L6_Bradyrhizobium_trajs_loclust_k9_8pca.tsv	8pca	9	TRUE	0.7882623408791101
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5991.lsf.104431512.stdout	 L6_Acidovorax_trajs_loclust_k9_9pca.tsv	9pca	9	TRUE	0.9296298473861316
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2466.lsf.104427591.stdout	 L6_Natronobacillus_trajs_loclust_k3_4pca.tsv	4pca	3	TRUE	0.9169099255435678
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7098.lsf.104432734.stdout	 L6_Amaricoccus_trajs_loclust_k8_4pca.tsv	4pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1496.lsf.104426607.stdout	 L6_Micrococcus_trajs_loclust_k8_fa.tsv	fa	8	TRUE	0.9910375286564719
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6700.lsf.104432330.stdout	 L6_Lachnospira_trajs_loclust_k7_6pca.tsv	6pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2002.lsf.104427118.stdout	 L6_Virgibacillus_trajs_loclust_k8_4pca.tsv	4pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.448.lsf.104425547.stdout	 L6_Clostridia;o_;f_;g__trajs_loclust_k3_fa.tsv	fa	3	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2754.lsf.104427879.stdout	 L6_Rhodococcus_trajs_loclust_k4_4pca.tsv	4pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7145.lsf.104432781.stdout	 L6_Klebsiella_trajs_loclust_k7_3pca.tsv	3pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3098.lsf.104428226.stdout	 L6_KD1-23_trajs_loclust_k5_4pca.tsv	4pca	5	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5510.lsf.104430969.stdout	 L6_Enhydrobacter_trajs_loclust_k5_8pca.tsv	8pca	5	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1071.lsf.104426180.stdout	 L6_Granulicatella_trajs_loclust_k3_9pca.tsv	9pca	3	TRUE	0.17737746187894476
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4408.lsf.104429569.stdout	 L6_Akkermansia_trajs_loclust_k8_fa.tsv	fa	8	TRUE	0.046859377259400446
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6995.lsf.104432630.stdout	 L6_Acinetobacter_trajs_loclust_k9_5pca.tsv	5pca	9	TRUE	0.864654947433204
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1523.lsf.104426634.stdout	 L6_Oscillospira_trajs_loclust_k4_5pca.tsv	5pca	4	TRUE	0.27049326030916554
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4975.lsf.104430360.stdout	 L6_Turicibacter_trajs_loclust_k8_9pca.tsv	9pca	8	TRUE	0.39633157196219615
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1832.lsf.104426947.stdout	 L6_Streptococcus_trajs_loclust_k8_fa.tsv	fa	8	TRUE	0.23392836598259042
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4849.lsf.104430174.stdout	 L6_Macrococcus_trajs_loclust_k7_3pca.tsv	3pca	7	TRUE	0.9136749934088195
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6468.lsf.104432091.stdout	 L6_Sediminibacterium_trajs_loclust_k6_6pca.tsv	6pca	6	TRUE	0.8096758235114976
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1506.lsf.104426617.stdout	 L6_Micrococcus_trajs_loclust_k9_4pca.tsv	4pca	9	TRUE	0.9916464752808263
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6496.lsf.104432121.stdout	 L6_Halomonas_trajs_loclust_k3_fa.tsv	fa	3	TRUE	2.437715621491582e-11
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6544.lsf.104432170.stdout	 L6_Halomonas_trajs_loclust_k9_fa.tsv	fa	9	TRUE	2.437715621491582e-11
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.154.lsf.104425196.stdout	 L6_Dermacoccus_trajs_loclust_k8_4pca.tsv	4pca	8	TRUE	0.9586750403179842
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7251.lsf.104432890.stdout	 L6_Lacticigenium_trajs_loclust_k6_5pca.tsv	5pca	6	TRUE	0.9286294059760463
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.55.lsf.104425097.stdout	 L6_Pelosinus_trajs_loclust_k9_9pca.tsv	9pca	9	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1762.lsf.104426875.stdout	 L6_Gemellales;f_;g__trajs_loclust_k6_4pca.tsv	4pca	6	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4400.lsf.104429561.stdout	 L6_Akkermansia_trajs_loclust_k7_fa.tsv	fa	7	TRUE	0.046859377259400446
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.765.lsf.104425870.stdout	 L6_Bifidobacterium_trajs_loclust_k7_7pca.tsv	7pca	7	TRUE	0.41755895658450176
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.454.lsf.104425553.stdout	 L6_Clostridia;o_;f_;g__trajs_loclust_k3_8pca.tsv	8pca	3	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1547.lsf.104426659.stdout	 L6_Oscillospira_trajs_loclust_k7_5pca.tsv	5pca	7	TRUE	0.27049326030916554
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7365.lsf.104433009.stdout	 L6_Butyricimonas_trajs_loclust_k6_7pca.tsv	7pca	6	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2357.lsf.104427479.stdout	 L6_Victivallis_trajs_loclust_k3_7pca.tsv	7pca	3	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7262.lsf.104432901.stdout	 L6_Lacticigenium_trajs_loclust_k7_8pca.tsv	8pca	7	TRUE	0.9286294059760463
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5609.lsf.104431072.stdout	 L6_Pseudoramibacter_Eubacterium_trajs_loclust_k4_3pca.tsv	3pca	4	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1886.lsf.104427001.stdout	 L6_Odoribacter_trajs_loclust_k7_8pca.tsv	8pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5726.lsf.104431196.stdout	 L6_Adlercreutzia_trajs_loclust_k4_8pca.tsv	8pca	4	TRUE	0.2648586618266328
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4187.lsf.104429348.stdout	 L6_Kocuria_trajs_loclust_k8_5pca.tsv	5pca	8	TRUE	0.9299731370978387
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2075.lsf.104427191.stdout	 L6_Hymenobacter_trajs_loclust_k3_5pca.tsv	5pca	3	TRUE	0.9286294059760463
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3803.lsf.104428962.stdout	 L6_Collinsella_trajs_loclust_k9_5pca.tsv	5pca	9	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2383.lsf.104427505.stdout	 L6_Victivallis_trajs_loclust_k6_9pca.tsv	9pca	6	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4310.lsf.104429471.stdout	 L6_Alphaproteobacteria;o_;f_;g__trajs_loclust_k9_8pca.tsv	8pca	9	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4868.lsf.104430215.stdout	 L6_Macrococcus_trajs_loclust_k9_6pca.tsv	6pca	9	TRUE	0.9096227156740764
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2933.lsf.104428059.stdout	 L6_Ochrobactrum_trajs_loclust_k5_7pca.tsv	7pca	5	TRUE	0.9313836930451711
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5907.lsf.104431415.stdout	 L6_Oxalobacter_trajs_loclust_k6_5pca.tsv	5pca	6	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3683.lsf.104428841.stdout	 L6_Corynebacterium_trajs_loclust_k8_5pca.tsv	5pca	8	TRUE	0.912939291342664
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.37.lsf.104425079.stdout	 L6_Pelosinus_trajs_loclust_k7_7pca.tsv	7pca	7	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2516.lsf.104427641.stdout	 L6_Natronobacillus_trajs_loclust_k9_6pca.tsv	6pca	9	TRUE	0.9155154545179599
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1958.lsf.104427074.stdout	 L6_Ruminococcus_trajs_loclust_k9_8pca.tsv	8pca	9	TRUE	0.2533323891052713
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1727.lsf.104426840.stdout	 L6_Phascolarctobacterium_trajs_loclust_k8_9pca.tsv	9pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7325.lsf.104432969.stdout	 L6_Planomicrobium_trajs_loclust_k8_7pca.tsv	7pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1101.lsf.104426211.stdout	 L6_Granulicatella_trajs_loclust_k7_7pca.tsv	7pca	7	TRUE	0.24351877037307929
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2360.lsf.104427482.stdout	 L6_Victivallis_trajs_loclust_k4_fa.tsv	fa	4	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7143.lsf.104432779.stdout	 L6_Klebsiella_trajs_loclust_k6_9pca.tsv	9pca	6	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2939.lsf.104428065.stdout	 L6_Ochrobactrum_trajs_loclust_k6_5pca.tsv	5pca	6	TRUE	0.9313836930451711
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6929.lsf.104432562.stdout	 L6_Planococcus_trajs_loclust_k8_3pca.tsv	3pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7189.lsf.104432827.stdout	 L6_Vagococcus_trajs_loclust_k5_7pca.tsv	7pca	5	TRUE	0.7013681501149709
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1070.lsf.104426179.stdout	 L6_Granulicatella_trajs_loclust_k3_8pca.tsv	8pca	3	TRUE	0.18370913158678273
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.729.lsf.104425833.stdout	 L6_Bifidobacterium_trajs_loclust_k3_3pca.tsv	3pca	3	TRUE	0.4589566239615247
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3740.lsf.104428898.stdout	 L6_Haemophilus_trajs_loclust_k8_6pca.tsv	6pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6144.lsf.104431714.stdout	 L6_Christensenella_trajs_loclust_k8_fa.tsv	fa	8	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1620.lsf.104426732.stdout	 L6_SMB53_trajs_loclust_k9_6pca.tsv	6pca	9	TRUE	0.286836086894278
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6511.lsf.104432136.stdout	 L6_Halomonas_trajs_loclust_k4_9pca.tsv	9pca	4	TRUE	0.4075604595342893
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.7058.lsf.104432694.stdout	 L6_Amaricoccus_trajs_loclust_k3_4pca.tsv	4pca	3	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3925.lsf.104429084.stdout	 L6_Parabacteroides_trajs_loclust_k3_7pca.tsv	7pca	3	TRUE	0.9321537141561542
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3295.lsf.104428451.stdout	 L6_Xenorhabdus_trajs_loclust_k8_9pca.tsv	9pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5683.lsf.104431148.stdout	 L6_Prevotella_trajs_loclust_k6_5pca.tsv	5pca	6	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2384.lsf.104427506.stdout	 L6_Victivallis_trajs_loclust_k7_fa.tsv	fa	7	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5598.lsf.104431061.stdout	 L6_Paraprevotella_trajs_loclust_k9_8pca.tsv	8pca	9	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5747.lsf.104431217.stdout	 L6_Adlercreutzia_trajs_loclust_k7_5pca.tsv	5pca	7	TRUE	0.34231998941924563
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.6648.lsf.104432278.stdout	 L6_Serratia_trajs_loclust_k8_fa.tsv	fa	8	FALSE	0.0
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.4251.lsf.104429412.stdout	 L6_Anaeroplasma_trajs_loclust_k9_5pca.tsv	5pca	9	TRUE	0.3443694312966642
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1439.lsf.104426550.stdout	 L6_Dorea_trajs_loclust_k7_9pca.tsv	9pca	7	TRUE	0.217912245061685
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.604.lsf.104425706.stdout	 L6_Streptomyces_trajs_loclust_k8_6pca.tsv	6pca	8	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1388.lsf.104426499.stdout	 L6_Microbacterium_trajs_loclust_k8_6pca.tsv	6pca	8	TRUE	0.9465662719599723
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.3541.lsf.104428699.stdout	 L6_Allobaculum_trajs_loclust_k4_7pca.tsv	7pca	4	TRUE	0.8919937001374727
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.5294.lsf.104430750.stdout	 L6_Sphingobium_trajs_loclust_k6_8pca.tsv	8pca	6	TRUE	0.95
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.850.lsf.104425956.stdout	 L6_Salinibacterium_trajs_loclust_k4_4pca.tsv	4pca	4	TRUE	0.9286294059760463
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.2741.lsf.104427866.stdout	 L6_Sporosarcina_trajs_loclust_k9_7pca.tsv	7pca	9	TRUE	0.3295488932878377
/sc/arion/projects/clemej05a/kevin/loclust/sean/jobs	job.1870.lsf.104426985.stdout	 L6_Odoribacter_trajs_loclust_k5_8pca.tsv	8pca	5	TRUE	0.95
